itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1051,2.188,1.053,5.568,1.285,0.701,3.663,0.95,1.602,1.92,1.618,0.268,1.554,0.346,1.793,0.659,1.549,0.812,1.209,0.52,0.292,1.863,1.469,1.729,2.49,1.7
1052,2.463,1.101,4.582,1.516,0.768,3.127,0.996,1.162,1.727,1.69,0.253,1.693,0.325,1.932,0.626,1.281,0.787,1.235,0.517,0.257,2.023,1.655,1.905,2.546,1.537
1053,3.382,1.203,4.579,2.177,0.883,3.244,1.038,0.832,1.58,1.816,0.252,1.795,0.301,1.942,0.652,1.01,0.762,1.303,0.527,0.228,2.2,1.798,2.209,2.608,1.353
1054,4.779,1.335,7.398,3.15,1.013,4.986,1.122,0.615,1.539,1.982,0.27,1.85,0.286,1.837,0.743,0.823,0.737,1.396,0.543,0.216,2.315,1.895,2.654,2.654,1.217
1055,6.781,1.469,15.702,4.493,1.13,9.785,1.277,0.512,1.547,2.179,0.305,1.906,0.287,1.664,0.887,0.803,0.729,1.477,0.564,0.228,2.5,1.99,3.191,2.687,1.172
1056,9.351,1.572,30.568,6.181,1.211,18.086,1.476,0.536,1.671,2.362,0.351,1.998,0.304,1.481,1.05,0.929,0.753,1.522,0.582,0.26,2.602,2.132,3.7,2.715,1.219
1057,12.102,1.62,49.648,7.986,1.238,28.401,1.631,0.702,1.748,2.47,0.398,2.12,0.331,1.343,1.198,1.327,0.807,1.533,0.59,0.303,2.722,2.338,4.024,2.769,1.32
1058,14.39,1.61,68.265,9.519,1.209,38.119,1.665,1.009,1.876,2.461,0.438,2.219,0.362,1.286,1.311,1.679,0.864,1.53,0.579,0.347,2.625,2.581,4.045,2.886,1.421
1059,15.44,1.557,80.23,10.278,1.134,44.047,1.548,1.423,1.861,2.323,0.474,2.225,0.391,1.309,1.383,2.063,0.895,1.522,0.549,0.381,2.559,2.802,3.753,3.082,1.472
1060,14.816,1.479,81.258,9.975,1.043,44.044,1.304,1.878,1.796,2.076,0.51,2.105,0.417,1.372,1.424,2.218,0.903,1.505,0.511,0.4,2.945,3.109,3.301,3.372,1.456
1061,12.63,1.389,71.174,8.685,0.965,38.389,1.017,2.286,1.634,1.778,0.548,1.893,0.441,1.414,1.447,2.207,0.909,1.455,0.471,0.405,5.764,3.949,3.009,3.771,1.39
1062,9.471,1.294,53.528,6.764,0.916,29.162,0.77,2.559,1.467,1.504,0.589,1.67,0.464,1.395,1.459,2.121,0.938,1.341,0.436,0.398,14.067,6.06,3.21,4.308,1.325
1063,6.13,1.203,34.415,4.675,0.892,19.704,0.618,2.645,1.412,1.32,0.63,1.524,0.488,1.302,1.46,1.996,0.997,1.145,0.408,0.384,29.13,9.85,4.008,4.972,1.324
1064,3.383,1.128,20.078,2.885,0.88,13.261,0.56,2.547,1.458,1.271,0.666,1.511,0.512,1.166,1.449,2.067,1.06,0.891,0.385,0.365,48.811,14.91,5.312,5.657,1.429
1065,1.716,1.085,13.565,1.708,0.872,11.177,0.583,2.325,1.654,1.364,0.686,1.626,0.53,1.057,1.428,2.18,1.09,0.633,0.359,0.346,68.778,20.006,6.826,6.168,1.652
1066,1.116,1.076,16.562,1.178,0.859,14.187,0.675,2.053,1.833,1.548,0.684,1.808,0.534,1.042,1.401,2.415,1.07,0.433,0.325,0.331,82.021,23.622,8.161,6.291,1.968
1067,1.157,1.074,24.91,1.072,0.827,19.398,0.826,1.784,1.905,1.734,0.655,1.955,0.518,1.148,1.368,2.493,1.0,0.319,0.284,0.325,85.431,24.472,8.905,5.914,2.318
