itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
987,1.563,0.302,6.815,2.758,0.283,2.87,2.691,1.821,12.234,0.616,0.151,0.317,0.187,4.148,0.689,18.006,9.06,2.183,1.092,0.556,2.286,1.308,0.243,0.324,0.268
988,1.702,0.305,6.095,2.72,0.272,2.574,2.555,1.778,11.168,0.753,0.157,0.375,0.17,3.772,0.62,19.13,10.107,2.458,1.275,0.588,2.236,1.231,0.287,0.319,0.259
989,1.85,0.311,5.617,2.492,0.256,2.29,3.003,1.738,12.318,0.849,0.171,0.496,0.165,3.709,0.581,18.73,10.58,2.753,1.39,0.595,2.108,1.07,0.358,0.309,0.248
990,1.974,0.32,5.517,2.142,0.245,2.005,3.834,1.689,14.399,0.862,0.19,0.686,0.175,3.643,0.578,16.72,10.144,2.954,1.407,0.575,1.959,0.892,0.448,0.298,0.24
991,2.033,0.33,5.703,1.815,0.245,1.752,4.997,1.625,15.868,0.797,0.213,0.931,0.199,3.445,0.606,13.788,8.873,2.993,1.332,0.533,1.765,0.761,0.552,0.292,0.239
992,2.064,0.339,6.269,1.669,0.262,1.518,7.451,1.551,26.442,0.699,0.234,1.206,0.231,3.286,0.652,10.712,7.14,2.835,1.195,0.483,1.511,0.711,0.654,0.294,0.246
993,2.142,0.344,7.003,1.791,0.292,1.39,12.445,1.511,99.105,0.63,0.252,1.469,0.265,3.822,0.708,8.01,5.433,2.534,1.045,0.437,1.31,0.73,0.738,0.309,0.262
994,2.314,0.348,7.786,2.133,0.326,1.314,21.112,1.546,290.768,0.639,0.266,1.679,0.295,5.802,0.775,6.113,4.097,2.194,0.92,0.405,1.153,0.787,0.787,0.334,0.281
995,2.573,0.35,8.267,2.529,0.36,1.38,33.46,1.655,641.922,0.738,0.277,1.805,0.318,9.477,0.86,5.169,3.221,1.875,0.83,0.391,1.279,0.827,0.787,0.366,0.301
996,2.826,0.347,8.222,2.783,0.388,1.5,47.386,1.795,1085.724,0.905,0.284,1.847,0.331,14.261,0.961,5.047,2.652,1.611,0.757,0.387,1.584,0.818,0.742,0.395,0.316
