itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
57,1.223,0.204,2.616,0.646,0.438,1.81,0.956,0.834,16.516,0.675,0.169,0.441,0.198,0.482,0.246,3.253,1.614,1.749,0.631,0.344,1.054,0.368,0.386,0.677,0.31
58,1.102,0.201,2.399,0.621,0.373,1.411,1.135,0.931,20.169,0.816,0.158,0.419,0.189,0.54,0.268,2.845,1.799,1.981,0.591,0.33,0.992,0.394,0.5,0.623,0.286
59,0.951,0.221,2.133,0.632,0.352,1.247,1.236,0.938,21.903,0.902,0.146,0.399,0.172,0.592,0.281,2.343,2.032,2.043,0.516,0.343,0.911,0.428,0.6,0.58,0.264
60,0.814,0.251,1.914,0.664,0.372,1.246,1.246,0.857,20.948,0.908,0.134,0.378,0.152,0.629,0.284,1.969,2.288,1.889,0.432,0.385,0.856,0.459,0.662,0.561,0.247
61,0.708,0.276,1.761,0.697,0.412,1.313,1.179,0.716,17.473,0.835,0.125,0.359,0.133,0.641,0.279,1.82,2.503,1.561,0.367,0.445,0.842,0.473,0.678,0.561,0.237
62,0.624,0.293,1.678,0.712,0.447,1.409,1.081,0.561,12.775,0.702,0.119,0.352,0.123,0.624,0.267,1.943,2.604,1.16,0.336,0.512,0.857,0.463,0.651,0.572,0.231
63,0.55,0.306,1.643,0.701,0.457,1.511,1.001,0.427,8.096,0.541,0.117,0.368,0.126,0.572,0.252,2.254,2.555,0.797,0.338,0.573,0.869,0.428,0.589,0.582,0.231
64,0.481,0.326,1.633,0.671,0.443,1.637,0.986,0.332,4.748,0.39,0.123,0.41,0.141,0.494,0.234,2.635,2.41,0.563,0.356,0.619,0.858,0.373,0.501,0.587,0.237
65,0.42,0.355,1.764,0.643,0.41,1.762,1.043,0.27,2.724,0.281,0.133,0.473,0.164,0.404,0.215,2.976,2.253,0.481,0.372,0.64,0.821,0.314,0.415,0.59,0.255
66,0.378,0.384,2.096,0.627,0.37,1.882,1.15,0.223,2.055,0.218,0.144,0.54,0.187,0.314,0.196,3.211,2.15,0.508,0.382,0.634,0.781,0.275,0.357,0.592,0.286
67,0.37,0.398,2.555,0.623,0.329,1.921,1.267,0.182,1.844,0.195,0.151,0.589,0.204,0.238,0.18,3.31,2.128,0.577,0.391,0.607,0.742,0.282,0.339,0.589,0.331
68,0.4,0.385,3.053,0.628,0.293,1.877,1.338,0.16,2.09,0.203,0.15,0.603,0.209,0.19,0.166,3.283,2.16,0.642,0.407,0.574,0.721,0.341,0.368,0.58,0.378
69,0.462,0.346,3.468,0.637,0.265,1.811,1.318,0.165,2.139,0.241,0.142,0.595,0.201,0.175,0.155,3.166,2.176,0.683,0.428,0.551,0.734,0.44,0.435,0.563,0.415
