itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
191,16.271,1.042,78.827,4.003,0.904,18.275,0.845,4.38,2.771,4.53,0.587,3.415,1.418,2.223,5.607,3.667,1.83,2.369,0.773,0.965,1.28,1.63,4.394,1.222,1.571
192,16.631,0.977,74.997,3.945,0.937,16.841,0.833,5.01,3.166,4.378,0.569,2.894,1.319,2.166,5.174,3.644,1.678,1.759,0.861,1.002,1.471,1.13,3.547,1.407,1.439
193,18.608,0.977,84.534,4.192,0.965,18.356,0.865,5.131,3.157,4.447,0.566,2.326,1.18,1.947,4.939,3.616,1.645,1.216,0.912,1.014,1.604,0.7,2.518,1.489,1.31
194,20.659,1.002,98.709,4.504,0.982,21.52,0.903,4.764,3.256,4.53,0.573,1.824,1.031,1.636,4.881,3.535,1.678,0.878,0.914,1.001,1.634,0.434,1.596,1.45,1.22
195,21.059,1.01,105.373,4.557,0.985,23.445,0.908,4.107,3.129,4.344,0.584,1.437,0.897,1.327,4.952,3.457,1.705,0.781,0.869,0.972,1.538,0.351,0.975,1.313,1.188
196,19.05,0.979,95.206,4.238,0.972,21.164,0.86,3.407,3.121,3.766,0.589,1.162,0.792,1.091,5.08,3.27,1.688,0.848,0.794,0.932,1.341,0.411,0.684,1.136,1.207
197,14.923,0.918,73.758,3.548,0.944,17.201,0.784,2.862,3.027,2.91,0.581,0.974,0.716,0.957,5.207,2.917,1.646,0.958,0.713,0.888,1.117,0.546,0.627,0.99,1.248
198,9.99,0.84,46.597,2.694,0.897,11.193,0.725,2.564,2.938,2.077,0.564,0.877,0.663,0.933,5.308,2.491,1.625,1.045,0.648,0.839,0.923,0.688,0.69,0.92,1.277
199,5.697,0.765,24.546,1.898,0.832,6.798,0.708,2.491,2.792,1.489,0.547,0.864,0.63,1.002,5.414,2.06,1.664,1.096,0.615,0.785,0.777,0.782,0.799,0.932,1.283
200,2.895,0.709,9.222,1.315,0.754,3.213,0.729,2.566,2.631,1.23,0.541,0.925,0.616,1.146,5.585,1.644,1.76,1.11,0.611,0.731,0.679,0.792,0.931,0.997,1.271
