itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
542,2.177,0.811,3.074,2.386,1.057,3.302,1.396,1.435,2.128,1.33,0.26,1.532,0.242,0.32,0.389,3.262,1.634,0.335,0.753,0.219,2.801,2.492,0.781,0.822,0.317
543,1.807,0.772,3.845,2.06,1.058,3.902,1.298,1.539,1.612,1.259,0.318,1.323,0.265,0.384,0.411,2.828,1.573,0.327,0.851,0.258,2.845,2.182,0.706,0.894,0.321
544,1.415,0.774,4.643,1.744,1.13,4.796,1.182,1.658,1.336,1.217,0.379,1.182,0.294,0.467,0.435,2.545,1.54,0.381,0.974,0.293,3.044,1.805,0.637,0.989,0.326
545,1.07,0.796,5.441,1.496,1.228,5.778,1.062,1.734,1.215,1.194,0.424,1.105,0.322,0.541,0.457,2.578,1.549,0.477,1.078,0.316,3.266,1.451,0.58,1.076,0.331
546,0.883,0.819,5.572,1.386,1.298,6.14,0.963,1.708,1.176,1.2,0.447,1.078,0.344,0.587,0.481,2.635,1.638,0.604,1.12,0.325,3.341,1.217,0.56,1.14,0.339
547,0.909,0.824,5.352,1.413,1.294,6.064,0.897,1.556,1.25,1.242,0.446,1.082,0.358,0.603,0.509,2.672,1.808,0.742,1.078,0.323,3.185,1.129,0.6,1.172,0.354
548,1.138,0.803,4.629,1.534,1.202,5.244,0.883,1.31,1.33,1.318,0.429,1.103,0.365,0.598,0.542,2.484,2.017,0.879,0.965,0.313,2.776,1.151,0.709,1.172,0.375
549,1.485,0.767,3.79,1.683,1.059,4.187,0.933,1.057,1.45,1.407,0.405,1.143,0.365,0.587,0.578,2.072,2.209,1.001,0.824,0.301,2.23,1.22,0.858,1.151,0.397
550,1.839,0.748,3.062,1.8,0.928,3.219,1.033,0.883,1.6,1.478,0.382,1.191,0.36,0.582,0.608,1.539,2.336,1.083,0.713,0.288,1.731,1.281,0.996,1.128,0.414
551,2.091,0.775,2.654,1.838,0.868,2.67,1.162,0.832,1.819,1.504,0.362,1.217,0.353,0.586,0.62,1.084,2.364,1.085,0.671,0.276,1.405,1.29,1.067,1.125,0.421
552,2.148,0.855,2.686,1.769,0.909,2.627,1.276,0.884,2.079,1.468,0.348,1.183,0.342,0.612,0.605,0.888,2.277,1.005,0.714,0.266,1.27,1.219,1.037,1.156,0.414
553,1.987,0.97,3.01,1.594,1.03,2.907,1.331,0.974,2.363,1.37,0.336,1.074,0.326,0.678,0.563,0.952,2.09,0.865,0.829,0.259,1.247,1.068,0.91,1.217,0.394
554,1.66,1.081,3.547,1.348,1.178,3.293,1.31,1.033,2.571,1.238,0.325,0.912,0.304,0.787,0.5,1.274,1.828,0.722,0.971,0.255,1.222,0.868,0.725,1.286,0.363
