itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
175,1.558,0.415,4.539,1.512,0.482,3.477,79.944,9.648,1204.21,0.663,0.534,0.735,0.572,33.088,2.642,8.333,1.847,0.59,0.338,0.496,3.117,0.788,1.544,2.445,2.761
176,1.422,0.418,3.865,1.42,0.539,3.04,86.161,11.042,1138.28,0.624,0.412,0.656,0.478,34.761,2.531,7.256,1.655,0.69,0.325,0.397,3.533,0.817,1.528,2.5,2.783
177,1.202,0.446,3.304,1.275,0.603,2.985,113.834,13.351,1048.336,0.647,0.337,0.599,0.401,40.926,2.759,5.625,1.398,0.824,0.35,0.345,4.184,0.885,1.445,2.741,2.77
178,0.981,0.481,2.874,1.111,0.649,2.889,153.132,16.012,916.122,0.765,0.296,0.599,0.343,49.881,3.197,3.964,1.111,0.976,0.395,0.33,4.863,0.985,1.346,3.061,2.747
179,0.827,0.503,2.66,0.959,0.654,2.958,189.613,18.195,823.832,0.99,0.274,0.675,0.308,56.877,3.659,2.563,0.839,1.111,0.44,0.34,5.559,1.069,1.299,3.35,2.745
180,0.767,0.511,2.69,0.837,0.619,2.984,214.452,19.298,781.689,1.287,0.262,0.817,0.303,58.819,4.03,1.638,0.629,1.196,0.475,0.369,5.873,1.138,1.349,3.535,2.785
181,0.793,0.51,2.733,0.745,0.564,2.736,224.07,19.128,733.448,1.579,0.261,0.986,0.333,54.279,4.291,1.123,0.494,1.211,0.498,0.42,5.778,1.247,1.481,3.584,2.856
182,0.857,0.512,2.622,0.705,0.521,2.444,221.025,17.977,700.112,1.787,0.271,1.15,0.391,45.365,4.483,0.917,0.417,1.16,0.507,0.495,5.177,1.477,1.641,3.514,2.929
183,0.889,0.519,2.481,0.719,0.511,2.305,210.753,16.523,667.922,1.853,0.293,1.284,0.461,35.157,4.63,0.951,0.376,1.07,0.506,0.588,4.224,1.853,1.734,3.417,2.982
184,0.857,0.526,2.015,0.771,0.534,2.381,197.993,15.552,599.504,1.763,0.323,1.375,0.523,27.615,4.751,1.103,0.357,0.995,0.508,0.687,3.268,2.306,1.692,3.426,3.017
185,0.773,0.53,1.685,0.837,0.574,2.829,184.209,15.645,538.014,1.563,0.36,1.446,0.559,25.567,4.898,1.316,0.358,0.975,0.535,0.769,2.499,2.678,1.522,3.627,3.061
186,0.687,0.531,1.246,0.901,0.617,3.288,169.395,16.862,470.114,1.336,0.402,1.537,0.563,29.27,5.1,1.486,0.379,1.029,0.602,0.816,1.998,2.804,1.29,4.012,3.151
