itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
860,3.832,2.595,9.595,2.776,2.152,11.485,2.254,1.175,8.003,4.794,0.81,4.665,1.246,1.185,0.514,13.027,2.976,2.651,1.656,0.646,7.793,2.878,1.722,1.534,0.895
861,4.391,2.503,10.801,2.986,2.113,12.995,2.165,1.239,7.7,4.988,0.874,5.28,1.333,1.208,0.591,13.125,3.185,2.868,1.629,0.63,8.944,3.555,2.059,1.411,0.881
862,4.534,2.283,12.416,3.036,2.014,14.997,1.986,1.287,7.533,4.732,0.944,5.479,1.401,1.261,0.681,12.97,3.175,2.919,1.528,0.628,10.307,3.989,2.376,1.252,0.919
863,4.206,1.986,14.601,2.948,1.895,17.635,1.72,1.321,8.019,4.148,1.007,5.267,1.446,1.39,0.761,13.641,2.904,2.863,1.399,0.641,11.885,4.013,2.701,1.107,1.01
864,3.579,1.681,16.024,2.851,1.802,19.263,1.451,1.34,8.409,3.403,1.053,4.71,1.462,1.6,0.809,13.897,2.506,2.77,1.292,0.661,12.637,3.676,3.045,1.019,1.132
865,3.006,1.425,17.047,2.991,1.753,20.22,1.306,1.332,9.133,2.74,1.065,4.024,1.444,1.877,0.815,14.594,2.247,2.771,1.218,0.674,12.886,3.225,3.48,0.993,1.242
866,2.787,1.268,16.273,3.527,1.755,18.981,1.384,1.299,8.911,2.317,1.029,3.442,1.384,2.186,0.781,13.846,2.348,2.995,1.174,0.667,11.868,2.949,4.107,1.019,1.297
867,3.09,1.243,15.299,4.502,1.801,17.214,1.725,1.258,8.707,2.215,0.944,3.172,1.282,2.482,0.715,12.993,2.904,3.537,1.154,0.637,10.629,3.063,4.986,1.078,1.27
868,3.799,1.362,13.733,5.696,1.883,14.563,2.256,1.24,7.813,2.354,0.829,3.229,1.162,2.701,0.632,11.176,3.773,4.336,1.155,0.59,9.161,3.573,6.01,1.157,1.163
869,4.645,1.593,12.694,6.782,1.994,12.331,2.827,1.282,7.008,2.608,0.71,3.511,1.051,2.796,0.546,9.474,4.685,5.217,1.184,0.54,8.105,4.288,6.941,1.251,1.002
870,5.285,1.877,11.854,7.414,2.117,10.363,3.25,1.398,6.029,2.832,0.611,3.804,0.975,2.763,0.469,7.725,5.313,5.926,1.256,0.501,7.232,4.89,7.493,1.356,0.83
871,5.495,2.13,11.197,7.387,2.224,8.776,3.403,1.562,5.115,2.968,0.545,3.94,0.935,2.624,0.412,6.222,5.434,6.235,1.365,0.484,6.469,5.11,7.489,1.461,0.688
872,5.286,2.263,10.517,6.74,2.265,7.503,3.264,1.714,4.216,3.091,0.514,3.918,0.919,2.418,0.384,5.015,5.069,6.068,1.474,0.49,5.543,4.828,6.953,1.539,0.596
873,4.856,2.225,9.681,5.755,2.198,6.302,2.909,1.79,3.257,3.318,0.512,3.838,0.906,2.185,0.391,3.931,4.474,5.523,1.535,0.515,4.433,4.146,6.109,1.563,0.555
874,4.414,2.032,8.874,4.793,2.029,5.55,2.465,1.751,2.513,3.672,0.528,3.809,0.882,1.937,0.429,3.253,3.978,4.777,1.521,0.549,3.42,3.319,5.248,1.522,0.545
875,4.102,1.772,8.264,4.152,1.832,5.135,2.08,1.602,1.867,4.046,0.556,3.844,0.843,1.682,0.49,2.722,3.831,3.997,1.468,0.578,2.619,2.644,4.589,1.424,0.544
876,3.952,1.559,7.746,3.947,1.713,5.195,1.859,1.394,1.654,4.292,0.597,3.894,0.806,1.472,0.555,2.67,4.112,3.328,1.464,0.598,2.437,2.316,4.231,1.307,0.544
877,3.843,1.471,8.03,4.009,1.744,5.895,1.819,1.196,1.796,4.272,0.652,3.849,0.785,1.381,0.605,3.013,4.651,2.818,1.587,0.606,2.953,2.311,4.123,1.207,0.549
878,3.704,1.508,8.428,4.12,1.914,6.823,1.958,1.051,2.424,3.999,0.712,3.692,0.783,1.458,0.623,3.936,5.249,2.494,1.841,0.603,4.272,2.513,4.192,1.144,0.564
879,3.549,1.592,9.885,4.132,2.127,8.228,2.225,0.964,3.501,3.574,0.759,3.448,0.787,1.686,0.603,5.408,5.703,2.318,2.144,0.59,6.197,2.771,4.359,1.108,0.591
