itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
100,2.106,0.769,20.831,2.11,0.651,20.432,0.926,1.562,0.772,0.818,0.194,0.955,0.246,1.299,0.552,2.103,2.312,0.296,0.326,0.186,1.415,2.221,3.148,2.633,1.6
101,2.127,0.757,32.598,2.172,0.754,31.888,0.809,1.563,0.842,0.811,0.211,0.877,0.252,1.076,0.578,2.06,2.118,0.228,0.434,0.198,1.426,2.212,3.892,2.878,1.639
102,2.109,0.739,43.219,2.203,0.854,42.384,0.661,1.503,0.889,0.797,0.23,0.798,0.257,0.784,0.623,1.9,1.837,0.205,0.551,0.218,1.549,2.222,4.965,3.027,1.636
103,2.095,0.718,48.755,2.284,0.915,48.019,0.516,1.386,0.894,0.761,0.246,0.744,0.257,0.52,0.676,1.639,1.575,0.245,0.648,0.244,1.689,2.236,6.026,3.035,1.593
104,2.143,0.698,47.367,2.496,0.921,46.937,0.41,1.245,0.87,0.709,0.257,0.757,0.25,0.368,0.72,1.37,1.412,0.36,0.705,0.272,1.813,2.28,6.678,2.901,1.522
105,2.276,0.684,39.758,2.861,0.878,39.644,0.363,1.124,0.833,0.672,0.261,0.888,0.238,0.377,0.738,1.154,1.391,0.549,0.714,0.298,1.887,2.438,6.687,2.69,1.434
106,2.471,0.681,28.293,3.308,0.817,28.483,0.383,1.061,0.819,0.677,0.263,1.152,0.221,0.537,0.72,0.994,1.507,0.791,0.687,0.316,1.869,2.788,6.073,2.495,1.339
107,2.662,0.688,17.008,3.716,0.768,17.325,0.469,1.065,0.815,0.731,0.267,1.498,0.207,0.789,0.665,0.867,1.718,1.038,0.646,0.321,1.784,3.34,5.08,2.369,1.239
108,2.787,0.703,8.388,3.96,0.751,8.685,0.613,1.11,0.827,0.802,0.28,1.815,0.2,1.072,0.584,0.788,1.96,1.232,0.614,0.314,1.622,3.99,4.051,2.306,1.144
109,2.8,0.745,3.782,3.956,0.786,3.967,0.786,1.144,0.845,0.853,0.3,1.982,0.202,1.348,0.497,0.733,2.157,1.324,0.607,0.3,1.484,4.53,3.281,2.255,1.076
110,2.665,0.862,2.441,3.666,0.904,2.5,0.946,1.122,0.883,0.866,0.328,1.947,0.214,1.583,0.423,0.707,2.26,1.302,0.622,0.286,1.326,4.765,2.937,2.163,1.072
111,2.427,1.105,3.277,3.146,1.13,3.2,1.06,1.038,0.942,0.844,0.362,1.721,0.237,1.751,0.379,0.709,2.26,1.198,0.652,0.282,1.32,4.604,2.988,2.019,1.161
112,2.181,1.473,5.341,2.554,1.456,4.957,1.115,0.92,1.017,0.833,0.403,1.415,0.27,1.839,0.375,0.725,2.209,1.076,0.686,0.293,1.384,4.151,3.326,1.857,1.34
113,1.964,1.888,8.234,1.989,1.816,7.384,1.121,0.808,1.091,0.871,0.448,1.139,0.31,1.84,0.412,0.796,2.186,0.992,0.711,0.316,1.698,3.577,3.816,1.724,1.563
114,2.08,2.209,12.216,1.763,2.092,10.402,1.1,0.738,1.127,0.978,0.491,1.015,0.349,1.74,0.477,0.896,2.256,0.976,0.71,0.341,1.994,3.052,4.378,1.638,1.756
115,3.061,2.303,19.912,2.387,2.173,15.793,1.077,0.716,1.108,1.162,0.521,1.118,0.38,1.54,0.548,1.126,2.432,1.008,0.675,0.359,2.334,2.724,4.941,1.586,1.855
116,5.271,2.118,32.233,4.213,2.009,23.832,1.071,0.726,1.04,1.39,0.526,1.411,0.391,1.267,0.602,1.426,2.659,1.041,0.609,0.362,2.458,2.659,5.4,1.526,1.83
117,8.576,1.708,48.716,7.12,1.646,34.407,1.078,0.741,0.952,1.605,0.5,1.78,0.38,0.967,0.625,1.805,2.837,1.025,0.529,0.351,2.45,2.791,5.631,1.431,1.698
118,12.223,1.211,65.903,10.407,1.202,45.319,1.074,0.744,0.875,1.744,0.445,2.079,0.348,0.691,0.615,2.127,2.869,0.945,0.458,0.33,2.239,2.981,5.54,1.311,1.511
119,15.087,0.786,78.335,13.048,0.81,53.087,1.024,0.732,0.825,1.768,0.38,2.21,0.311,0.486,0.586,2.299,2.702,0.819,0.415,0.304,1.91,3.146,5.157,1.213,1.329
120,16.206,0.545,81.436,14.181,0.567,54.821,0.913,0.71,0.787,1.651,0.329,2.118,0.288,0.38,0.556,2.253,2.375,0.698,0.404,0.279,1.563,3.257,4.604,1.185,1.194
121,15.257,0.515,73.339,13.546,0.497,49.314,0.752,0.683,0.733,1.437,0.317,1.854,0.297,0.38,0.541,1.986,1.97,0.659,0.418,0.26,1.29,3.311,4.014,1.234,1.125
122,12.74,0.64,56.793,11.598,0.557,38.553,0.572,0.653,0.658,1.204,0.354,1.523,0.347,0.467,0.544,1.663,1.585,0.761,0.442,0.251,1.235,3.307,3.474,1.344,1.119
123,9.661,0.831,37.965,9.199,0.678,26.639,0.416,0.621,0.571,1.023,0.428,1.228,0.424,0.61,0.559,1.392,1.292,1.003,0.459,0.252,1.442,3.241,3.026,1.48,1.161
124,7.024,1.015,22.583,7.159,0.807,17.315,0.32,0.583,0.489,0.942,0.514,1.043,0.507,0.771,0.575,1.364,1.112,1.327,0.462,0.259,1.851,3.113,2.714,1.608,1.234
125,5.395,1.141,14.773,5.901,0.91,13.023,0.304,0.544,0.432,0.964,0.591,0.988,0.574,0.911,0.589,1.577,1.053,1.637,0.452,0.27,2.328,2.906,2.616,1.696,1.332
